datetime,station_id,station_name,parameter,parameter_name,parameter_name_eng,method,value,unit,correction,quality
1991-12-01 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,117.0615,m³/s,0,3
1991-12-02 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,116.3282,m³/s,2,3
1991-12-03 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,115.5966,m³/s,2,3
1991-12-04 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,114.8687,m³/s,2,3
1991-12-05 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,114.1405,m³/s,2,3
1991-12-06 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,113.4141,m³/s,2,3
1991-12-07 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,112.6895,m³/s,2,3
1991-12-08 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,111.9665,m³/s,2,3
1991-12-09 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,111.2453,m³/s,2,3
1991-12-10 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,110.5277,m³/s,2,3
1991-12-11 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,109.81,m³/s,2,3
1991-12-12 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,109.094,m³/s,2,3
1991-12-13 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,108.3798,m³/s,2,3
1991-12-14 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,107.6673,m³/s,2,3
1991-12-15 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,106.9585,m³/s,2,3
1991-12-16 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,106.2495,m³/s,2,3
1991-12-17 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,105.5423,m³/s,2,3
1991-12-18 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,104.8368,m³/s,2,3
1991-12-19 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,104.1332,m³/s,2,3
1991-12-20 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,103.4313,m³/s,2,3
1991-12-21 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,102.733,m³/s,2,3
1991-12-22 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,102.0346,m³/s,2,3
1991-12-23 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,101.338,m³/s,2,3
1991-12-24 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,100.6432,m³/s,2,3
1991-12-25 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,99.95024,m³/s,2,3
1991-12-26 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,99.26082,m³/s,2,3
1991-12-27 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,98.57138,m³/s,2,3
1991-12-28 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,97.88375,m³/s,2,3
1991-12-29 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,97.19792,m³/s,2,3
1991-12-30 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,96.51388,m³/s,2,3
1991-12-31 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,95.83166,m³/s,2,3
1992-01-01 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,95.15301,m³/s,2,3
1992-01-02 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,94.47438,m³/s,2,3
1992-01-03 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,93.79759,m³/s,2,3
1992-01-04 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,93.12262,m³/s,2,3
1992-01-05 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,92.44945,m³/s,2,3
1992-01-06 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,91.77985,m³/s,2,3
1992-01-07 11:00:00+00:00,234.18.0,Polmak nye,1001,Vannføring,Discharge,Mean,91.11035,m³/s,2,3
