datetime,station_id,station_name,parameter,parameter_name,parameter_name_eng,method,value,unit,correction,quality
1973-10-23 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,44.15738,m³/s,0,3
1973-10-24 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,43.34991,m³/s,0,3
1973-10-25 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,46.6237,m³/s,0,3
1973-10-26 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,48.3045,m³/s,0,3
1973-10-27 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,48.3045,m³/s,0,3
1973-10-28 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,44.97217,m³/s,0,3
1973-10-29 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,41.75693,m³/s,0,3
1973-10-30 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,38.65891,m³/s,0,3
1973-10-31 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,36.4124,m³/s,0,3
1973-11-01 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,34.232,m³/s,0,3
1973-11-02 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,32.81516,m³/s,0,3
1973-11-03 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,30.74508,m³/s,0,3
1973-11-04 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,28.74128,m³/s,0,3
1973-11-05 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,28.0881,m³/s,0,3
1973-11-06 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,26.80387,m³/s,0,3
1973-11-07 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,26.80387,m³/s,0,3
1973-11-08 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,26.17282,m³/s,0,3
1973-11-09 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,24.31904,m³/s,0,3
1973-11-10 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,24.31904,m³/s,0,3
1973-11-11 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,22.37166,m³/s,0,3
1973-11-12 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,21.74186,m³/s,0,3
1973-11-13 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,21.74186,m³/s,0,3
1973-11-14 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,21.74186,m³/s,0,3
1973-11-15 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,19.91019,m³/s,0,3
1973-11-16 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,17.04853,m³/s,0,3
1973-11-17 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,16.50467,m³/s,0,3
1973-11-18 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,17.60184,m³/s,0,3
1973-11-19 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,19.91019,m³/s,0,3
1973-11-20 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,21.1217,m³/s,0,3
1973-11-21 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,18.73696,m³/s,0,3
1973-11-22 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,18.16464,m³/s,0,3
1973-11-23 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,14.92968,m³/s,0,3
1973-11-24 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,14.42346,m³/s,0,3
1973-11-25 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,14.42346,m³/s,0,3
1973-11-26 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,13.92659,m³/s,0,3
1973-11-27 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,13.43905,m³/s,0,3
1973-11-28 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,12.49184,m³/s,0,3
1973-11-29 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,12.03214,m³/s,0,3
1973-11-30 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,12.03214,m³/s,0,3
1973-12-01 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,12.96081,m³/s,0,3
1973-12-02 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,12.03214,m³/s,0,3
1973-12-03 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,11.58166,m³/s,0,3
1973-12-04 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,11.58166,m³/s,0,3
1973-12-05 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,10.70828,m³/s,0,3
1973-12-06 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,9.871515,m³/s,0,3
1973-12-07 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,9.071135,m³/s,0,3
1973-12-08 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,8.684522,m³/s,0,3
1973-12-09 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,8.684522,m³/s,0,3
1973-12-10 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,9.071135,m³/s,0,3
1973-12-11 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,9.466788,m³/s,0,3
1973-12-12 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,11.58166,m³/s,0,3
1973-12-13 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,12.96081,m³/s,0,3
1973-12-14 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,12.96081,m³/s,0,3
1973-12-15 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,13.43905,m³/s,0,3
1973-12-16 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,12.96081,m³/s,0,3
1973-12-17 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,11.14038,m³/s,0,3
1973-12-18 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,11.14038,m³/s,0,3
1973-12-19 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,10.70828,m³/s,0,3
1973-12-20 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,10.70828,m³/s,0,3
1973-12-21 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,10.28534,m³/s,0,3
1973-12-22 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,9.466788,m³/s,0,3
1973-12-23 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,9.466788,m³/s,0,3
1973-12-24 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,9.466788,m³/s,0,3
1973-12-25 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,9.466788,m³/s,0,3
1973-12-26 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,9.466788,m³/s,0,3
1973-12-27 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,9.071135,m³/s,0,3
1973-12-28 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,8.684522,m³/s,0,3
1973-12-29 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,9.071135,m³/s,0,3
1973-12-30 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,9.071135,m³/s,0,3
1973-12-31 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,9.071135,m³/s,0,3
1974-01-01 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,6.228957,m³/s,0,3
1974-01-02 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,6.228957,m³/s,0,3
1974-01-03 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,6.228957,m³/s,0,3
1974-01-04 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,6.228957,m³/s,0,3
1974-01-05 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,6.228957,m³/s,0,3
1974-01-06 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,6.228957,m³/s,0,3
1974-01-07 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.607036,m³/s,0,3
1974-01-08 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.607036,m³/s,0,3
1974-01-09 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.607036,m³/s,0,3
1974-01-10 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.607036,m³/s,0,3
1974-01-11 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.607036,m³/s,0,3
1974-01-12 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.607036,m³/s,0,3
1974-01-13 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.30919,m³/s,0,3
1974-01-14 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.30919,m³/s,0,3
1974-01-15 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.30919,m³/s,0,3
1974-01-16 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.30919,m³/s,0,3
1974-01-17 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.30919,m³/s,0,3
1974-01-18 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.020045,m³/s,0,3
1974-01-19 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.020045,m³/s,0,3
1974-01-20 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.020045,m³/s,0,3
1974-01-21 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.020045,m³/s,0,3
1974-01-22 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.020045,m³/s,0,3
1974-01-23 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.020045,m³/s,0,3
1974-01-24 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.020045,m³/s,0,3
1974-01-25 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,5.020045,m³/s,0,3
1974-01-26 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,4.739563,m³/s,0,3
1974-01-27 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,4.739563,m³/s,0,3
1974-01-28 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,4.739563,m³/s,0,3
1974-01-29 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,4.739563,m³/s,0,3
1974-01-30 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,4.739563,m³/s,0,3
1974-01-31 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,4.739563,m³/s,0,3
1974-02-01 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,4.739563,m³/s,0,3
1974-02-02 11:00:00+00:00,234.6.0,Vækkava,1001,Vannføring,Discharge,Mean,4.739563,m³/s,0,3
